date,AAL,BAC,C,COP,CVX,DAL,EOG,JPM,KO,LUV,MA,O,PEP,PNC,SPG,TGT,UAL,USB,V,WFC,WMT,XOM
2011-05-27,8.597799301147461,9.00236988067627,30.107269287109375,33.105987548828125,56.2221565246582,8.59499740600586,38.07473373413086,28.404863357543945,20.843629837036133,10.135636329650879,26.245113372802734,16.563993453979492,44.432655334472656,40.03923416137695,56.1344108581543,31.972291946411133,24.260000228881836,15.574740409851074,17.900911331176758,18.644437789916992,13.502782821655273,46.374359130859375
2011-05-31,8.578948974609375,9.048582077026367,30.239553451538086,33.370330810546875,57.14821243286133,8.6637544631958,38.423274993896484,28.703596115112305,20.937650680541992,10.135636329650879,26.411659240722656,16.654041290283203,44.887088775634766,39.96241760253906,57.0084228515625,32.07589340209961,24.149999618530273,15.685029983520508,18.183557510375977,18.796829223632812,13.631149291992188,46.84580993652344
2011-06-01,8.522383689880371,8.663201332092285,29.137264251708984,32.969276428222656,55.829952239990234,8.319958686828613,38.08881378173828,27.72113800048828,20.921979904174805,9.930011749267578,25.82370948791504,16.213293075561523,44.68682861328125,38.39387130737305,55.63219451904297,31.447729110717773,23.309999465942383,15.133602142333984,17.76183319091797,17.849365234375,13.404046058654785,46.03764343261719
2011-06-02,8.58837604522705,8.701742172241211,29.401805877685547,32.882686614990234,55.08367919921875,8.268386840820312,39.046424865722656,27.621551513671875,20.696338653564453,9.912877082824707,26.016006469726562,16.170625686645508,44.190921783447266,38.53472137451172,55.25556564331055,31.052677154541016,23.040000915527344,15.151983261108398,18.102807998657227,17.99512481689453,13.218900680541992,45.64479446411133
2011-06-03,8.38097095489502,8.6940336227417,29.28421974182129,32.9920539855957,55.0182991027832,8.268386840820312,38.923187255859375,27.595003128051758,20.5365047454834,9.90430736541748,25.492467880249023,16.184850692749023,43.847625732421875,37.99054718017578,55.690162658691406,30.696496963500977,22.729999542236328,15.041693687438965,17.750619888305664,17.79636001586914,13.246061325073242,45.56059646606445
2011-06-06,8.060441017150879,8.347200393676758,27.976171493530273,32.32209014892578,54.29924774169922,8.019132614135742,38.39509963989258,26.904638290405273,20.502037048339844,9.625738143920898,25.019540786743164,15.995270729064941,43.79677200317383,37.881710052490234,54.99965286254883,30.67059898376465,21.989999771118164,14.772109985351562,17.5419921875,17.39882469177246,13.270742416381836,45.06110382080078
2011-06-07,8.069868087768555,8.20846176147461,27.61610221862793,32.29929733276367,54.18484878540039,7.958967208862305,38.039527893066406,27.0307559967041,20.433086395263672,9.720023155212402,25.229312896728516,16.09480857849121,43.822200775146484,38.150596618652344,55.52599334716797,30.4763126373291,21.899999618530273,14.612807273864746,17.905397415161133,17.074169158935547,13.28802490234375,44.89836120605469
2011-06-08,7.787045001983643,8.123678207397461,27.050241470336914,32.56821060180664,54.44632339477539,7.855826377868652,38.35285186767578,26.811702728271484,20.495765686035156,9.49716567993164,24.84286880493164,15.976329803466797,43.76497268676758,37.900917053222656,55.4680290222168,30.346803665161133,21.899999618530273,14.686334609985352,17.207746505737305,16.802520751953125,13.25346851348877,45.32489776611328
2011-06-09,7.579641342163086,8.20846176147461,27.75571060180664,33.0467529296875,55.143611907958984,7.890207290649414,39.000633239746094,27.20335578918457,20.649322509765625,9.471449851989746,24.99929428100586,15.75357437133789,44.190921783447266,37.86250305175781,54.8499641418457,30.541086196899414,21.90999984741211,14.95592212677002,17.144947052001953,17.372318267822266,13.236184120178223,45.56059646606445
2011-06-10,7.636205673217773,8.324074745178223,27.86594581604004,32.58186721801758,54.29380416870117,7.924586772918701,37.90574645996094,27.24983024597168,20.492630004882812,9.3685941696167,24.569595336914062,15.298599243164062,43.66962814331055,37.81768798828125,53.54618453979492,30.243173599243164,21.8700008392334,14.906903266906738,16.754634857177734,17.412073135375977,13.014019966125488,44.774879455566406
2011-06-13,7.739909648895264,8.45510196685791,28.784523010253906,32.24460983276367,53.890689849853516,7.958967208862305,36.86366653442383,27.66139793395996,20.55576515197754,9.3685941696167,24.605485916137695,15.331746101379395,43.90483856201172,37.932926177978516,53.90351486206055,30.068323135375977,22.3700008392334,14.894645690917969,16.79276466369629,17.82286262512207,12.989330291748047,44.466217041015625
2011-06-14,7.7021965980529785,8.324074745178223,28.4979248046875,32.75505828857422,54.80040740966797,8.16524887084961,36.9763298034668,27.621551513671875,20.710433959960938,9.50573444366455,25.22195816040039,15.644562721252441,44.22907257080078,38.32346725463867,54.75338363647461,30.625268936157227,22.479999542236328,15.011066436767578,17.03278923034668,17.902372360229492,13.060921669006348,45.11162185668945
2011-06-15,7.758759021759033,8.09284782409668,27.924732208251953,32.1625862121582,53.6074333190918,8.019132614135742,36.21589279174805,27.004215240478516,20.50841522216797,9.231451034545898,24.88611602783203,15.521343231201172,43.53611755371094,37.452762603759766,53.78278350830078,30.249649047851562,22.670000076293945,14.698590278625488,16.78826904296875,17.590974807739258,12.915274620056152,44.14631652832031
2011-06-16,7.758759021759033,8.169927597045898,27.652843475341797,32.6411247253418,54.16307830810547,8.07929801940918,35.77228546142578,26.791791915893555,20.672557830810547,9.231451034545898,24.53739356994629,15.663521766662598,43.79677200317383,38.07377624511719,54.342918395996094,30.081262588500977,22.719999313354492,14.833382606506348,16.797245025634766,17.756608963012695,13.04117488861084,44.460601806640625
2011-06-17,7.919028282165527,8.231585502624512,28.145191192626953,32.78240203857422,54.02144241333008,8.234006881713867,35.99760437011719,27.083877563476562,20.71359634399414,9.377163887023926,24.483104705810547,15.86730670928955,43.688690185546875,36.998207092285156,55.04793930053711,30.13308334350586,24.040000915527344,15.004932403564453,16.69630241394043,18.10776138305664,13.038701057434082,44.34833908081055
2011-06-20,8.107577323913574,8.169927597045898,28.042308807373047,32.9373664855957,54.4245491027832,8.32855224609375,35.52234649658203,26.871444702148438,20.779882431030273,9.46287727355957,24.83827018737793,15.938405990600586,43.8539924621582,36.274757385253906,55.559791564941406,30.5928897857666,24.290000915527344,15.011066436767578,16.611064910888672,17.85599136352539,13.093016624450684,44.7355842590332
2011-06-21,8.154712677001953,8.347200393676758,28.887409210205078,33.602760314941406,55.33969497680664,8.43169116973877,35.97647476196289,27.15690040588379,20.915611267089844,9.565735816955566,25.21367835998535,16.004758834838867,43.822200775146484,36.42840576171875,55.51148223876953,30.877819061279297,24.520000457763672,15.145852088928223,16.821924209594727,18.19389533996582,13.154719352722168,45.218238830566406
2011-06-22,7.994447708129883,8.316366195678711,29.034374237060547,33.402225494384766,55.056419372558594,8.242603302001953,35.677242279052734,27.01085090637207,20.959815979003906,9.445734024047852,24.94776725769043,15.8815336227417,43.72682571411133,36.242740631103516,55.1541633605957,30.320890426635742,23.979999542236328,14.980425834655762,16.74789047241211,18.134267807006836,13.085607528686523,44.797325134277344
2011-06-23,8.399826049804688,8.254708290100098,28.96088409423828,33.27006912231445,54.124935150146484,8.543424606323242,35.26182556152344,26.599287033081055,20.511573791503906,9.780020713806152,25.130861282348633,15.616129875183105,43.218238830566406,36.293968200683594,54.0725212097168,30.845460891723633,25.139999389648438,14.882400512695312,16.89369773864746,17.915618896484375,13.154719352722168,44.0228385925293
2011-06-24,8.192422866821289,8.108269691467285,29.093162536621094,32.55453109741211,53.32963562011719,8.105080604553223,34.596435546875,26.214269638061523,20.495792388916016,9.737167358398438,25.229312896728516,15.682476997375488,43.51703643798828,36.242740631103516,54.29464340209961,30.003555297851562,22.989999771118164,14.655699729919434,16.458524703979492,18.061386108398438,12.937492370605469,43.09117889404297
2011-06-27,8.626084327697754,8.362610816955566,29.38711166381836,32.71404266357422,53.874351501464844,8.302765846252441,35.32167053222656,26.47315788269043,20.58417320251465,9.762885093688965,25.082096099853516,15.715651512145996,43.89848327636719,37.03660583496094,54.93206024169922,30.087764739990234,23.280000686645508,15.053948402404785,16.575166702270508,18.18726921081543,12.90787410736084,43.73099136352539
2011-06-28,8.607229232788086,8.339489936828613,29.504680633544922,33.3885612487793,54.66423034667969,8.070701599121094,36.05394744873047,26.247451782226562,20.843015670776367,9.797168731689453,25.600112915039062,15.824657440185547,44.260860443115234,37.07502365112305,55.06724166870117,30.2367000579834,23.280000686645508,15.315685272216797,16.88697624206543,18.213773727416992,12.967120170593262,44.690696716308594
2011-06-29,8.34326171875,8.586125373840332,30.49674415588379,33.734928131103516,55.17081069946289,7.907393932342529,36.2968635559082,26.851533889770508,21.057659149169922,9.762885093688965,28.495697021484375,16.026968002319336,44.47703170776367,37.73445510864258,55.88816452026367,30.1071834564209,22.90999984741211,15.598962783813477,19.41957664489746,18.598060607910156,12.994267463684082,45.03866195678711
2011-06-30,8.399826049804688,8.447393417358398,30.599626541137695,34.26814651489258,56.02061462402344,7.88161563873291,36.807342529296875,27.17680549621582,21.240741729736328,9.78859806060791,27.726486206054688,15.941277503967285,44.775814056396484,38.163394927978516,56.12473678588867,30.37917137145996,22.6299991607666,15.709811210632324,18.901395797729492,18.591432571411133,13.117700576782227,45.67284393310547
2011-07-01,8.428109169006348,8.547590255737305,31.510848999023438,34.58262252807617,56.701541900634766,7.984753131866455,36.28982925415039,27.771228790283203,21.493274688720703,9.977165222167969,28.934585571289062,16.19356918334961,44.62324142456055,38.982887268066406,57.254676818847656,31.03974151611328,23.030000686645508,16.048519134521484,19.733627319335938,18.99559783935547,13.209029197692871,46.026432037353516
2011-07-05,7.966164588928223,8.478226661682129,31.283044815063477,34.5689582824707,57.262611389160156,7.8386359214782715,36.34615707397461,27.40388298034668,21.559558868408203,9.762885093688965,29.07168197631836,16.260190963745117,44.35622787475586,38.58594512939453,57.578208923339844,30.793638229370117,22.639999389648438,15.759077072143555,19.812145233154297,18.8299560546875,13.179407119750977,45.79630661010742
2011-07-06,7.86246395111084,8.277830123901367,30.87152099609375,34.651004791259766,57.24082946777344,7.847230911254883,36.00464630126953,27.089975357055664,21.63216209411621,9.81430721282959,28.803808212280273,16.51248550415039,44.61052703857422,38.2722282409668,58.05624008178711,31.37000846862793,22.360000610351562,15.580489158630371,19.785221099853516,18.63118553161621,13.260873794555664,45.77946853637695
2011-07-07,7.9095988273620605,8.416563987731934,31.32714080810547,34.97914123535156,58.0633659362793,8.087890625,36.455284118652344,27.597578048706055,21.701602935791016,9.95145320892334,29.36717987060547,16.664806365966797,44.8330192565918,38.79082107543945,58.708133697509766,33.46177673339844,22.520000457763672,15.777554512023926,20.22264862060547,18.988969802856445,13.450950622558594,46.222843170166016
2011-07-08,7.739909648895264,8.24699878692627,30.886220932006836,34.5963134765625,57.682071685791016,8.036323547363281,35.88143539428711,27.210205078125,21.67951202392578,9.75430965423584,29.023807525634766,16.631473541259766,44.457950592041016,38.30424880981445,58.51017761230469,33.118553161621094,22.860000610351562,15.611284255981445,20.128437042236328,18.75045394897461,13.349735260009766,46.25652313232422
2011-07-11,7.598496913909912,7.977239608764648,29.24013328552246,34.04484176635742,56.875850677490234,7.735497951507568,34.85695266723633,26.335248947143555,21.496427536010742,9.46287727355957,28.303030014038086,16.383960723876953,44.05744171142578,37.4399528503418,57.539581298828125,32.82712173461914,22.3700008392334,15.315685272216797,19.717920303344727,18.280031204223633,13.297900199890137,45.96467208862305
2011-07-12,7.494794845581055,7.869335174560547,28.711027145385742,33.880775451660156,56.864967346191406,7.400293350219727,34.81468200683594,26.30853843688965,21.417516708374023,9.35145092010498,27.976238250732422,16.426788330078125,43.87306213378906,37.16465377807617,57.58302688598633,32.989036560058594,21.700000762939453,15.371102333068848,19.673059463500977,18.147520065307617,13.315176010131836,45.95907211303711
